url,name,address,phone,email,www,facebook,twitter
http://www.spaweek.com/spa/14992/dolce-vita-day-spa,Dolce Vita Day Spa,"""9719 Village Center Drive, Suite 110 Granite Bay , CA 95746""",916.772.7733,thesweetlife@dolcevitads.com,www.dolcevitads.com,https://www.facebook.com/DolceVitaDaySpa,https://twitter.com/spadolcevita
http://www.spaweek.com/spa/16509/dolce-vita-day-spa-houston,Dolce Vita Day Spa Houston,"""2503 South Shepherd, Suite B Houston, TX 77019""",713.521.2100,#N/A,www.dolcevitaspahouston.com,#N/A,#N/A
http://www.spaweek.com/spa/13103/dolcissima-salon-amp-spa,Dolcissima Salon & Spa,"""103 East Walnut Street North Wales, PA 19454""",215.661.0535,dolcissimasalonspa@verizon.net,www.dolcissimasalon.com,#N/A,#N/A
http://www.spaweek.com/spa/10782/domani-salon-amp-spa,Domani Salon & Spa,"""1149C Boughton Street Watertown, WI 53094""",920.262.8333,#N/A,www.domanisalon.com,#N/A,#N/A
http://www.spaweek.com/spa/13495/dominion-womens-health-medical-spa,Dominion Women's Health Medical Spa,"""8239 Meadowbridge Road , Suite A Mechanicsville, VA 23116""",804.730.0800,aesthetics@dominionwomenshealth.com,www.dominionwomenshealth.com,#N/A,#N/A
http://www.spaweek.com/spa/15731/donatellas-salon-amp-day-spa,Donatella's Salon & Day Spa,"""218 North Main Street North Syracuse, NY 13212""",315.455.5883,#N/A,www.donatellasdayspa.com/,#N/A,#N/A
http://www.spaweek.com/spa/24977/donna-scott-spa,Donna Scott Spa,"""960 A Park Avenue New York, NY 10028""",267.506.3524,DESTINATION1610@GMAIL.COM,www.donnascottsecret.com,#N/A,#N/A
http://www.spaweek.com/spa/24978/donna-scott-spa,Donna Scott Spa,"""201 South Camac Street Philadelphia, PA 19107""",267.506.3524,#N/A,www.donnascottsecret.com,#N/A,#N/A
http://www.spaweek.com/spa/1987/dorit-baxter-day-spa,Dorit Baxter Day Spa,"""204 East 60th Street, Suite 2 New York, NY 10022""",212.371.4542,info@newyorkdayspa.com,www.newyorkdayspa.com,https://www.facebook.com/doritbaxternewyorkdayspa,https://twitter.com/DoritBaxter
http://www.spaweek.com/spa/8906/dougs-2-salon-spa,Doug's 2 Salon-Spa,"""8131 Vaughn Road Montgomery, AL 36116""",334.396.7120,#N/A,www.dougs2.com,#N/A,#N/A
http://www.spaweek.com/spa/5504/douglas-carroll-spa-salon,Douglas Carroll Spa - Salon,"""6325-27 Falls of Neuse Road Raleigh, NC 27615""",919.876.5411,haircare@douglascarrollsalon.com  ,www.douglascarrollsalon.com,#N/A,#N/A
http://www.spaweek.com/spa/24374/dove-spa-kingsway,Dove Spa - Kingsway,"""4242 Dundas Street West Etobicoke, Ontario M8X 1Y6""",416.236.7720,#N/A,www.dovespa.ca,#N/A,#N/A
http://www.spaweek.com/spa/24191/dove-spa-oakville,Dove Spa - Oakville,"""355 Iroquois Shore Road Oakville, Ontario L6H 1M3""",905.339.0772,#N/A,www.dovespa.ca/Welcome.html,#N/A,#N/A
http://www.spaweek.com/spa/4991/downtown-city-spa,Downtown City Spa,"""139 Fulton Street, Suite 204 New York, NY 10038""",212.587.7157,#N/A,www.downtowncityspa.com,#N/A,#N/A
http://www.spaweek.com/spa/32021/dr-alan-serure-skin-spa-by-clarins,Dr Alan Serure Skin Spa by Clarins,"""7300 Southwest 62nd Place, Suite 200 South Miami, FL 33143""",305.669.0184,kserure@aol.com,www.aserureplasticsurgery.com,https://www.facebook.com/AlanSerureMD,https://twitter.com/AlanSerureMD
http://www.spaweek.com/spa/29659/dr-ww-medspa,DR WW MedSpa,"""85-16 Queens Boulevard Elmhurst, NY 11373""",718.457.0806,drwwmedspa@gmail.com,www.drwwmedspa.com,https://www.facebook.com/wwMedSpa,https://twitter.com/wwMedSpa
http://www.spaweek.com/spa/39020/dr-ww-medspa,DR WW MedSpa,"""139 Centre Street #224 New York, NY 10013""",718.457.0707,#N/A,www.drwwmedspa.com,#N/A,#N/A
http://www.spaweek.com/spa/8105/dr-jhonny-salomon-plastic-surgery-amp-med-spa,Dr. JHONNY SALOMON Plastic Surgery & Med Spa,"""6705 Red Road, Suite 708 Miami, FL 33143""",305.270.1361,inquiries@drjsalomon.com,www.drjsalomon.com,https://www.facebook.com/pages/Dr-Jhonny-Salomon/136656783713,https://www.twitter.com/drjsalomondaily
http://www.spaweek.com/spa/17476/dr-mans-looking-younger-medi-spa,Dr. Mans Looking Younger Medi Spa,"""851 Meadows Road, Suite 314 Boca Raton, FL 33486""",561.395.5508,Slade@drman.com,www.drman.com,#N/A,#N/A
http://www.spaweek.com/spa/26680/dr-sattar-dental-amp-medi-spa,Dr. Sattar Dental & Medi Spa,"""20 Pidegon Hill Drive, Suite 105 Sterling, VA 20165""",703.450.9723,drsattardentalspa@yahoo.com,#N/A,https://www.facebook.com/drSattardentalspa?fref=ts,#N/A
http://www.spaweek.com/spa/7987/dr-shel-wellness-amp-medical-spa,Dr. Shel Wellness & Medical Spa,"""1437 Highway 6, Suite 100 Sugar Land, TX 77478""",281.313.7435,#N/A,www.drshel.com,#N/A,#N/A
http://www.spaweek.com/spa/28154/dream-spa-medical-canton,Dream Spa Medical - Canton,"""2184 Washington Street, Suite 4 Canton, MA 02021""",781.561.9257,appointments@dreamspamedical.com,www.dreamspamedical.com,#N/A,#N/A
http://www.spaweek.com/spa/28430/dreams-in-beauty-day-spa,Dreams in Beauty Day Spa,"""217 Cedar Street, Suite 271 Sandpoint, ID 83864""",208.263.7270,#N/A,www.dreamsinbeauty.com,#N/A,#N/A
http://www.spaweek.com/spa/1500/drift-beauty-amp-wellness-spa,Drift Beauty & Wellness Spa,"""The Harbor Shops Center, 1845 Cordova Road, Suite 210 Fort Lauderdale, FL 33316""",954.524.9424,#N/A,www.mydriftspa.com/,#N/A,#N/A
http://www.spaweek.com/spa/1200/dtox-day-spa-los-feliz,dTox Day Spa - Los Feliz,"""3206 Los Feliz Boulevard Los Angeles, CA 90039""",323.665.3869,reachus@dtoxdayspa.com,www.dtoxdayspa.com,#N/A,#N/A
http://www.spaweek.com/spa/10970/dunes-medical-solutions-spa,Dunes Medical Solutions Spa,"""1410 South Kings Highway Myrtle Beach, SC 29577""",843.450.4429,#N/A,www.dunesmedspa.com,#N/A,#N/A
http://www.spaweek.com/spa/29881/dupont-nails-and-spa,DuPont Nails and Spa,"""1718 20th Street Northwest Washington, DC 20009""",202.232.6473,fadi@spalogicdc.com,www.dupontnailsandspa.com,#N/A,#N/A
http://www.spaweek.com/spa/4985/durham-healing-waters-spa,Durham Healing Waters Spa,"""6813 Fayetteville Road, Suite 101 Durham, NC 27713""",919.572.1710,r.johnson@healingwatersbeauty.com,www.healingwatersbeauty.com,http://www.facebook.com/HealingWatersDurham,https://twitter.com/HealingWatersHW
http://www.spaweek.com/spa/11791/dutch-hollow-medical-day-spa,Dutch Hollow Medical Day Spa,"""3042 Godfrey Road Godfry, IL 62035""",618.466.9496,#N/A,www.dutchhollowmedicaldayspa.com,#N/A,#N/A
http://www.spaweek.com/spa/35096/dvida-spa,DVida Spa,"""507 North Wells Street, River North Chicago, IL 60654""",312.374.3352,info@dvidaspa.com,www.dvidaspa.com/,#N/A,#N/A
http://www.spaweek.com/spa/7903/dyanna-body-nail-salon-spa,Dyanna Body Nail Salon - Spa,"""40 East 21st Street New York, NY 10010""",212.995.2355,dyannaspa@gmail.com,www.dyannaspa.com,https://www.facebook.com/pages/Dyanna-Spa-NYC/109959332356031,#N/A
http://www.spaweek.com/spa/10266/elan-medspa,E'lan Medspa,"""28186 Highway 74, Suite 7 Evergreen, CO 80439""",720.201.7422,#N/A,#N/A,#N/A,#N/A
http://www.spaweek.com/spa/10971/earthling-day-spa,Earthling Day Spa,"""245 East Bay Street Charleston, SC 29401-2631""",843.722.4737,#N/A,www.earthlingdayspa.com,#N/A,#N/A
http://www.spaweek.com/spa/10783/east-town-spa,East Town Spa,"""718 East Wells Street Milwaukee, WI 53202""",414.271.4247,#N/A,www.easttownspa.com/index.html,#N/A,#N/A
http://www.spaweek.com/spa/19045/eastern-breeze-nail-amp-spa,Eastern Breeze Nail & Spa,"""8025 Jericho Turnpike Woodbury, NY 11797""",516.682.9600,ebnailspa@gmail.com,www.ebnailspa.com,https://www.facebook.com/pages/Eastern-Breeze-Spa/191409590909634,#N/A
http://www.spaweek.com/spa/17146/eastern-image-day-spa,Eastern Image Day Spa,"""1169 2nd Avenue New York, NY 10065""",212.308.2308,#N/A,www.easternimagedayspa.com,#N/A,#N/A
http://www.spaweek.com/spa/3362/eastside-oasis-day-spa,Eastside Oasis Day Spa,"""12600 SE 38th Street, Suite 130 Bellevue, WA 98006""",425.614.3037,eastsideoasis@yahoo.com,www.eastsideoasis.com,#N/A,#N/A
http://www.spaweek.com/spa/23719/easy-balance-wellness-center-and-spa-gaithersburg,Easy Balance Wellness Center and Spa - Gaithersburg,"""340 Main Street, 2nd floor Gaithersburg, MD 20878""",301.830.6288,#N/A,www.easybalancespa.com,#N/A,#N/A
http://www.spaweek.com/spa/6005/eau-spa-at-eau-palm-beach-resort-amp-spa,Eau Spa at Eau Palm Beach Resort & Spa,"""100 South Ocean Boulevard Manalapan, FL 33462""",561.540.4960,concierge@eauspa.com,www.eauspa.com,http://www.facebook.com/ILoveEauSpa,#N/A
http://www.spaweek.com/spa/18188/eco-spa,Eco Spa,"""Located inside Willis College, 3080 Yonge Street, 3rd Floor, Room 3040 Toronto, ON M4N 3N1""",416.485.5478,adrian.sharma@torontocentre.williscollege.com,www.ecospacanada.com,#N/A,#N/A
http://www.spaweek.com/spa/35322/ecobeautica-wellness-amp-spa,Ecobeautica Wellness & Spa,"""2158 Ocean Avenue Brooklyn, NY 11229""",718.382.9200,margarita@ecobeautica.com,www.ecobeautica.com/,https://www.facebook.com/Ecobeautica,#N/A
http://www.spaweek.com/spa/11172/ecocentric-salon-amp-spa,Ecocentric Salon & Spa,"""423 North Broad Street Middletown, DE 19709""",302.378.1988,carla_jennings@yahoo.com,www.ecocentricbeauty.com/,#N/A,#N/A
http://www.spaweek.com/spa/19856/ecuabella-skin-care-spa,EcuaBella Skin Care Spa,"""1310 North Dixie Highway, Suite 100 Elizabethtown, KY 42701""",270.360.0846,ecuabella@ecuabella.com,www.ecuabella.com,#N/A,#N/A
http://www.spaweek.com/spa/1507/eden-day-spa,Eden Day Spa,"""213 East Palmetto Park Road Boca Raton, FL 33432""",561.447.7700,info@edendayspa.net,www.edendayspa.net,https://www.facebook.com/EdenDaySpaBoca,https://twitter.com/edendayspa
http://www.spaweek.com/spa/18161/eden-massage-and-spa,Eden Massage and Spa,"""1940 Northeast 45th Street, Suite #2 Oakland Park, FL 33308""",954.564.9536,grace@edenmassageandspa.com,www.edenmassageandspa.com,#N/A,#N/A
http://www.spaweek.com/spa/38037/eden-organics-salon-amp-spa,Eden Organics Salon & Spa,"""9 North Main Street Allentown, NJ 08501""",609.259.3537,btrswtgrl@yahoo.com,www.edenorganicsnj.com/,#N/A,#N/A
http://www.spaweek.com/spa/38038/eden-organics-salon-amp-spa,Eden Organics Salon & Spa,"""227 North Sycamore Street Newtown, PA 18940""",215.860.9266,#N/A,www.edenorganicsnj.com/,#N/A,#N/A
http://www.spaweek.com/spa/897/eden-spa,Eden Spa,"""94 West 11th Avenue Denver, CO 80204""",303.820.3336,noemailspa@spaweek.com,www.edentwo.com,#N/A,#N/A
http://www.spaweek.com/spa/38422/eden-spa,Eden Spa,"""16319 Miramar Parkway Miramar, FL 33027""",954.433.2502,#N/A,www.edenspaofmiramar.com/,#N/A,#N/A
http://www.spaweek.com/spa/6122/edgar-cayces-are-health-center-amp-spa,Edgar Cayce's A.R.E. Health Center & Spa,"""215 67th Street Virginia Beach, VA 23451""",757.457.7202,spa@edgarcayce.org,www.arehealth.org/,https://www.facebook.com/pages/ARE-Health-Center-and-Spa/61102269440,https://twitter.com/#!/AREHealthCtrSpa
http://www.spaweek.com/spa/26044/edouard-de-paris-salon-amp-spa-at-el-san-juan-resort-amp-casino,Edouard de Paris Salon & Spa at El San Juan Resort & Casino,"""6063 Avenue Isla Verde Carolina, Puerto Rico 00979""",787.253.1300,sanjuanhotel@edouardparis.com,#N/A,https://www.facebook.com/EdouardParisSalonSpa,https://twitter.com/edouarddeparis
http://www.spaweek.com/spa/1206/el-leon-spa,El Leon Spa,"""8217 Beverly Boulevard Los Angeles, CA 90048""",323.782.9582,#N/A,www.elleonspa.com,#N/A,#N/A
http://www.spaweek.com/spa/1992/elan-salon-amp-day-spa,Elan Salon & Day Spa,"""157 7th Avenue Brooklyn, NY 11215""",718.789.1700,elansalon7ave@gmail.com,www.elansalonandspa.com/whats-new.aspx,https://www.facebook.com/pages/Venelle-Salon-Spa/148637768489253 ,https://twitter.com/#!/VenelleSalonSpa 
http://www.spaweek.com/spa/16353/electra-health-club-amp-spa,Electra Health Club & Spa,"""908 Riverside Drive, Suite 300 Palmetto, FL 34221""",941.729.6900,info@electrahealthclub.com,www.facebook.com/pages/Electra-Health-Club-and-Spa/122469537805087,#N/A,#N/A
http://www.spaweek.com/spa/1203/elegance-boutique-spa,Elegance Boutique Spa,"""3516 Highland Avenue Manhattan Beach, CA 90266""",310.546.5610,relax@elegancespa.com,www.elegancespa.com,#N/A,#N/A
http://www.spaweek.com/spa/9805/elegant-designs-day-spa,Elegant Designs Day Spa,"""15648 Manchester Road Ellisville, MO 63011""",636.227.1900,#N/A,www.elegantdesignsdayspa.com,https://www.facebook.com/ElegantDesignsDaySpa,#N/A
http://www.spaweek.com/spa/4043/element-day-spa,Element Day Spa,"""91 Main Street Charlestown, MA 02129""",617.242.3200,#N/A,www.elementsalonspa.com,https://www.facebook.com/pages/Element-Day-Spa/112612578774159?id=112612578774159,#N/A
http://www.spaweek.com/spa/15006/elements-day-spa,Elements Day Spa,"""930 Balbijou Road South Lake Tahoe, CA 96150""",530.544.6390,#N/A,www.elementsoftahoe.com,#N/A,#N/A
http://www.spaweek.com/spa/26593/elements-hot-tub-spa,Elements Hot Tub Spa,"""373 Main Street Amherst, MA 01002""",413.256.8827,Elements@ElementsHotTubSpa.com,www.elementshottubspa.com,#N/A,#N/A
http://www.spaweek.com/spa/6371/elements-salon-and-wellness-spa,Elements Salon and Wellness Spa,"""6461 North Durango Drive Las Vegas, NV 89149""",702.685.3333,#N/A,www.elements-salonandspa.com,#N/A,#N/A
http://www.spaweek.com/spa/30220/elements-spa,Elements Spa,"""934 North Providence Road Media, PA 19063""",610.566.4732,elementsspainc@gmail.com,#N/A,https://www.facebook.com/elements.spa.56?fref=ts,https://www.twitter.com/elementsspainc
http://www.spaweek.com/spa/28845/elements-spa-amp-salon,Elements Spa & Salon,"""924 Clocktower Drive, Suite C Springfield, IL 62704""",217.793.3772,#N/A,#N/A,#N/A,#N/A
http://www.spaweek.com/spa/8124/elements-studio-spa,Elements Studio Spa,"""500 Piermont Avenue Piermont, NY 10968""",845.359.3587,spa@elementspa.com,www.elementsny.com,#N/A,#N/A
http://www.spaweek.com/spa/23373/elevate-day-spa,Elevate Day Spa,"""222 Fifth Avenue Ouray, CO 81427""",970.325.7233,#N/A,www.elevatedayspa.com+,https://www.facebook.com/pages/Elevate-Day-Spa/410219229010023,#N/A
http://www.spaweek.com/spa/9315/elevate-salon-amp-spa,Elevate Salon & Spa,"""2320 Edgewood Rd SW Unit C Cedar Rapids, IA 52404""",319.390.4171,westdale@crcitylooks.com,www.crcitylooks.com,#N/A,#N/A
http://www.spaweek.com/spa/9316/elevate-salon-amp-spa,Elevate Salon & Spa,"""Lindale Mall, 4444 1st Avenue North East Cedar Rapids, IA 52402""",319.294.2240,smcalef@dybb.com,www.crcitylooks.com,#N/A,#N/A
http://www.spaweek.com/spa/1204/elevations-day-spa,Elevations Day Spa,"""42007 Fox Farm Road, Suite 1 Big Bear Lake, CA 92315""",909.866.7405,#N/A,www.elevationsdayspa.com,#N/A,#N/A
http://www.spaweek.com/spa/18120/elise-laser-amp-medical-spa,Elise Laser & Medical Spa,"""43243 Schoenherr Road Sterling Heights, MI 48313""",586.726.0046,586.726.0046@spaweek.com,www.facebook.com/pages/Elise-Laser-Medical-Spa/222590411101163,#N/A,#N/A
http://www.spaweek.com/spa/14416/elite-day-spa,Elite Day Spa,"""713 Lithia Pinecrest Road Brandon, FL 33511""",813.381.3858,#N/A,www.elitedayspabrandon.com,#N/A,#N/A
http://www.spaweek.com/spa/14565/elite-day-spa,Elite Day Spa,"""24 West 39th Street New York, NY 10018""",212.730.2100,#N/A,#N/A,#N/A,#N/A
http://www.spaweek.com/spa/5720/elite-day-spa-and-salon,Elite Day Spa and Salon,"""13701 West Jewell Avenue, Suite 106 Lakewood, CO 80228""",303.987.1818,#N/A,www.elitedayspaandsalon.com,#N/A,#N/A
http://www.spaweek.com/spa/11804/elite-retreat-day-spa-amp-salon,Elite Retreat Day Spa & Salon,"""400 Carlyle Avenue Belleville, IL 62221""",618.233.8084,#N/A,www.eliteretreatdayspa.org,#N/A,#N/A
http://www.spaweek.com/spa/22857/elite-salon-amp-spa,Elite Salon & Spa,"""7001 Indiana Avenue, Suite 7 Riverside, CA 92506""",951.534.0479,facesbycindy@msn.com,www.theelitesalonandspa.com,#N/A,#N/A
http://www.spaweek.com/spa/12315/elite-skin-rejuvenation-day-spa,Elite Skin Rejuvenation Day Spa,"""65 Barney Avenue Rehoboth, MA 02769""",508.557.1089,#N/A,www.eliteskindayspa.com,https://www.facebook.com/EliteSkinRejuvenationDaySpa,https://twitter.com/almeida_wendy
http://www.spaweek.com/spa/18673/elite-wellness-spa,Elite Wellness Spa,"""1650 East Shepherd Avenue, Dominion Courtyard Villas Club House Fresno, CA 93720""",559.907.8002,#N/A,www.elitewellnessspa.com,#N/A,#N/A
http://www.spaweek.com/spa/6726/elixir-day-spa,Elixir Day Spa,"""3800 Southwest Cedar Hills Boulevard, Suite 193 Beaverton, OR 97005""",503.526.3450,#N/A,www.elixirdayspas.com,#N/A,#N/A
http://www.spaweek.com/spa/30701/elixir-vitae-spa,Elixir Vitae Spa,"""320 West Irving Park Road Itasca, IL 60143""",224.255.9900,ElixirVitaeSpa@gmail.com,www.elixirvitaespa.com/default.html,#N/A,#N/A
http://www.spaweek.com/spa/597/elizabeth-adam-salon-and-day-spa,Elizabeth Adam Salon and Day Spa,"""845 North Michigan Avenue, Suite 908E Chicago, IL 60611""",312.944.4311,elizabethadam@comcast.net,www.elizabethadamsalon.com,https://www.facebook.com/EASalonAndSpa,https://www.twitter.com/EASalonAndSpa
http://www.spaweek.com/spa/22907/elizabeth-beauty-spa,Elizabeth Beauty Spa,"""700 South Dearborn Street Seattle, WA 98134""",206.583.8759,elizabethli206@gmail.com,www.ebeautyslimming.com,#N/A,#N/A
http://www.spaweek.com/spa/383/elizabeth-jacob-spa-and-salon,Elizabeth Jacob Spa and Salon,"""18821 Frederick Road Parkton, MD 21120""",410.357.0833,info@elizabethjacobspa.com ,www.elizabethjacobspa.com,#N/A,#N/A
http://www.spaweek.com/spa/13963/ella-davis-day-spa,Ella Davis Day Spa,"""4717 North University Drive Lauderhill, FL 33351""",954.741.0203,ella_davis@hotmail.com,www.elladavis.com,#N/A,#N/A
http://www.spaweek.com/spa/32237/ellas-esthetics-day-spa,Ellas Esthetics Day Spa,"""70 Forest Avenue, Suite 2D Glen Cove, NY 11542""",516.801.1101,Esthetics2013@gmail.com,www.ellasesthetics.skincaretherapy.net/,https://www.facebook.com/EllasEsthetics,#N/A
http://www.spaweek.com/spa/28123/elle-marie-spa-amp-salon,Elle Marie Spa & Salon,"""524 South Pacific Coast Highway Redondo Beach, CA 90277""",310.316.4000,admin@emspaandsalon.com,www.emspaandsalon.com,https://www.facebook.com/ElleMarieSpaAndSalon,https://twitter.com/Emspaandsalon
http://www.spaweek.com/spa/7750/ellehomme-holistic-medspa,ellehomme Holistic MedSpa,"""832 West Adams Chicago, IL 60607""",312.929.2016,#N/A,#N/A,https://www.facebook.com/pages/Ellehomme-Holistic-Med-Spa-Reviews/156515671072104,https://twitter.com/ellehommespa
http://www.spaweek.com/spa/12502/elm-salon-amp-spa,Elm Salon & Spa,"""110 4th Street East Hastings, MN 55033""",651.480.0355,#N/A,www.elmsalon.com,#N/A,#N/A
http://www.spaweek.com/spa/18144/elysee-360-concierge-medspa,Elysee 360 Concierge Medspa,"""6858 Old Dominion Drive McLean, VA 22101""",703.281.3000,info@elyseemedspa.com,www.elyseemedspa.com,#N/A,#N/A
http://www.spaweek.com/spa/9579/elysian-fields-massage-amp-spa,Elysian Fields Massage & Spa,"""3420 Lone Oak Road, Suite A Paducah, KY 42003""",270.554.3320,paducahspa@comcast.net,www.elysianfieldsmassageandspa.com/,#N/A,#N/A
http://www.spaweek.com/spa/32239/elysian-wellness-and-day-spa,Elysian Wellness and Day Spa,"""236 Carmichael Way, Suite 326 Chesapeake, VA 23322""",757.204.4412,info@elysiandayspa.com,www.elysiandayspa.com,https://www.facebook.com/elysianwellnessanddayspa,#N/A
http://www.spaweek.com/spa/21930/elysium-salon-amp-spa,Elysium Salon & Spa,"""183 Main Street Lincoln Park, NJ 07035""",973.694.1555,contact@elysiumsalonspa.com,www.elysiumsalonspa.com,#N/A,#N/A
http://www.spaweek.com/spa/16699/emanuels-salon-and-spa,Emanuels Salon and Spa,"""89 Washington Street, 2nd Floor Hoboken, NJ 07030""",201.876.3171,emanuels_89@hotmail.com,www.emanuels-salon.com,#N/A,#N/A
http://www.spaweek.com/spa/21335/emerald-day-spa-amp-salon,Emerald Day Spa & Salon,"""21 South First Avenue Arcadia, CA 92006""",626.821.9812,emeralddayspasalon@gmail.com,www.emeralddayspasalon.com,#N/A,#N/A
http://www.spaweek.com/spa/21835/emis-salon-and-spa,Emi's Salon and Spa,"""3700 Decatur Avenue Kensington, MD 20895""",301.949.2433,emisalonandspa@gmail.com,www.emissalonandspa.com,#N/A,#N/A
http://www.spaweek.com/spa/22719/emilias-european-skin-care-day-spa,Emilia’s European Skin Care Day Spa,"""15 Cranbury Road Princeton Junction , NJ 08550""",609.799.9620,#N/A,www.emiliaseuropeanskincare.com,#N/A,#N/A
http://www.spaweek.com/spa/10256/emilys-petite-salon-and-spa,Emily's Petite Salon and Spa,"""755 Starkweather Avenue Cleveland, OH 44113""",216.482.3689,#N/A,www.emilyspetitesalon2.com,#N/A,#N/A
http://www.spaweek.com/spa/3376/emmary-day-spa,Emmary Day Spa,"""24 South Greeley Avenue Chappaqua, NY 10514""",914.238.8830,#N/A,www.emmarydayspa.com,#N/A,#N/A
http://www.spaweek.com/spa/16177/enchant-day-spa-amp-salon,Enchanté Day Spa & Salon,"""623 Market Street Kirkland, WA 98033""",425.827.5658,#N/A,www.enchantedayspa.net,#N/A,#N/A
http://www.spaweek.com/spa/8147/ends-hair-design-and-day-spa,ends hair design and day spa,"""624 North Front Street Philadelphia, PA 19123""",215.627.0092,#N/A,#N/A,#N/A,#N/A
http://www.spaweek.com/spa/6818/energe-spa-beauty-amp-wellness-day-spa-retreat,Energe Spa Beauty & Wellness Day Spa Retreat,"""24140 Highway 290, Suite 400 Cypress, TX 77429""",281.758.1988,#N/A,www.theenergespa.com,#N/A,#N/A
http://www.spaweek.com/spa/22374/energy-spa-amp-salon,Energy Spa & Salon,"""1555 US Highway 1, Suite 103 Vero Beach, FL 32960""",772.562.3845,#N/A,www.EnergySpaandSalon.com,#N/A,#N/A
http://www.spaweek.com/spa/18536/enfuse-laser-center-amp-medical-spa,Enfuse Laser Center & Medical Spa,"""1645 West North Avenue Chicago, IL 60622""",773.904.8310,773.382.8206@spaweek.com,#N/A,#N/A,#N/A
http://www.spaweek.com/spa/16058/enigma-medi-spa,Enigma Medi Spa,"""11700 Bustleton Avenue Philadelphia, PA 19116""",215.717.7000,Enigmamedispa@gmail.com,www.enigmamedispa.com,#N/A,#N/A
http://www.spaweek.com/spa/30478/enigma-spa,Enigma Spa,"""6929 Sunrise Boulevard, Suite 106A Citrus Heights, CA 95610""",916.729.6929,spa.enigma@yahoo.com,www.enigmabeautyspa.com/,#N/A,#N/A
http://www.spaweek.com/spa/38307/envy-paradise-massage-amp-spa,Envy Paradise Massage & Spa,"""5134 Leesburg Pike, Suite 200 Alexandria, VA 22302""",703.310.4714,#N/A,www.envyparadisemassagespa.com/,#N/A,#N/A
http://www.spaweek.com/spa/11112/eos-salon-amp-spa,EOS Salon & Spa,"""1426 East 71st Street, Suite C Tulsa, OK 74136""",918.491.0065,#N/A,www.eossalonandspa.com,https://www.facebook.com/pages/EOS-Salon-and-Spa/107620329259762?id=107620329259762&sk,#N/A
http://www.spaweek.com/spa/3488/epi-center-medspa,Epi Center MedSpa,"""450 Sutter Street, #800 San Francisco, CA 94108""",415.362.4754,#N/A,www.skinrejuv.com,http://www.facebook.com/EpiCenterSF,http://twitter.com/EpiCenterMedSpa
http://www.spaweek.com/spa/2003/epidavros-day-spa,Epidavros Day Spa,"""272 North Bedford Road Mount Kisco, NY 10549""",914.244.4422,barbara@epidavrosdayspa.com,#N/A,https://www.facebook.com/epidavrosdayspa,https://twitter.com/EpidavrosDaySpa
http://www.spaweek.com/spa/4034/epiphany-day-spa,Epiphany Day Spa,"""2050 Lakeville Road, 2nd Floor New Hyde Park, NY 11040""",516.647.0873,services@epiphanydayspany.com,www.epiphanydayspany.com,http://www.facebook.com/pages/EPIPHANY-SALON-DAY-SPA-NY/177721450870,http://www.twitter.com/#!/epiphanyli
http://www.spaweek.com/spa/22340/epiphany-spa-oakville,Epiphany Spa - Oakville,"""Unit 20 - 1525 Cornwall Rd. Oakville, ON L6J 0B2""",905.815.1772,carlos.guilherme@me.com,www.epiphanyspa.ca,#N/A,#N/A
http://www.spaweek.com/spa/18638/episode-salon-amp-spa,Episode Salon & Spa,"""1360 Church Street San Francisco, CA 94114""",415.641.1138,#N/A,www.episodesalon.com,#N/A,#N/A
http://www.spaweek.com/spa/18397/erase-spa,Erase Spa,"""358 7th Avenue, Suite 4 New York, NY 10001""",212.379.6558,service@erasespa.com,#N/A,https://www.facebook.com/erasespa,https://twitter.com/erasespa/
http://www.spaweek.com/spa/29956/ericas-spa-amp-massage,Erica's Spa & Massage,"""8770 East Arapahoe Road Suite 239 Centennial, CO 80112""",303.578.8086,#N/A,www.ericasspaandmassage.com,#N/A,#N/A
http://www.spaweek.com/spa/7468/eroma-day-spa,ERoma Day Spa,"""596 North Westwind Drive El Cajon, CA 92020""",619.660.5232,#N/A,www.eromadayspa.com,#N/A,#N/A
http://www.spaweek.com/spa/27456/esana-med-spa,Esana Med Spa,"""1 Audubon Street Suite 201 New Haven, CT 06511""",203.562.7662,info@esanamedspa.com,www.esanamedspa.com,https://www.facebook.com/EsanaMedSpa,https://twitter.com/esana_ct
http://www.spaweek.com/spa/478/escape-day-spa,Escape Day Spa,"""197 Main Street, Suite 204 North Reading, MA 01864""",978.664.4467,#N/A,www.escape-dayspa.net,#N/A,https://www.twitter.com/EscapeDaySpa1
http://www.spaweek.com/spa/38546/escape-massage-day-spa,Escape Massage Day Spa,"""7107 East Thomas Road Scottsdale, AZ 85251""",480.228.0773,escapemassagedayspa@yahoo.com,www.escapemassagedayspa.com/,#N/A,#N/A
http://www.spaweek.com/spa/9009/escape-salon-and-spa,Escape Salon and Spa,"""415 West 5th Avenue Anchorage, AK 99501""",907.276.0070,#N/A,www.escapeak.com,#N/A,#N/A
http://www.spaweek.com/spa/39217/escape-salon-and-spa,Escape Salon and Spa,"""1450 West Horizon Ridge Pkwy #A506 Henderson, NV 89012""",702.617.6100,kascia@escapespasalons.com,#N/A,#N/A,#N/A
http://www.spaweek.com/spa/3412/essa-salon-amp-spa,Essa Salon & Spa,"""1023 Oyster Bay Road East Norwich, NY 11732""",516.802.4927,#N/A,www.essasalonspa.com,#N/A,#N/A
